ФИО,Желаемая должность,Зарплата,Личная информация,Местоположение,Занятость и график,Общий опыт,Последнее место работы,Обязанности,Ключевые навыки,Обо мне,Образование,Языки,Ссылка
Кандидат,Java-разработчик,Не указано,"Мужчина, 34 года","Москва , м. Кантемировская , готов к переезду , готов к командировкам",Не указано,Опыт работы 9 лет 7 месяцев,"Java-разработчик (Middle/Senior) в ООО ""Корсофт""","Разработка серверных приложений и микросервисов на Java с использованием Spring и PostgreSQL. Основные задачи и достижения: Проектирование и разработка REST API, интеграций между сервисами и взаимодействий с внешними системами. Реализация процессов обработки и трансформации данных (ETL), построение многоуровневых хранилищ (операционное, промежуточное, аналитическое). Разработка сервисов для работы с данными в реальном времени, расчёта бизнес-метрик и агрегации информации. Участие в проектировании архитектуры, оптимизации работы с БД и рефакторинге существующих модулей. Настройка CI/CD процессов: сборка, контейнеризация и автоматизация деплоя. Стек: Java, Spring Boot, Spring Data, Spring Cloud, PostgreSQL, Gradle, Docker, GitLab CI/CD, REST API.","Java, Многопоточное программирование, Spring Framework, Spring Boot, Hibernate, Docker, Микросервисная архитектура, Redis, MongoDB, MySQL, Git, Русский — Родной, Английский — C1 — Продвинутый",Не указано,"Национальный исследовательский ядерный университет ""МИФИ"", Москва Факультет автоматики и электроники; Профессия Java-разработчик GeekBrains , Backend-разработчик, Java-developer","Русский — Родной, Английский — C1 — Продвинутый",https://hh.ru/resume/f933e321000214b7450039ed1f487950316536
Кандидат,Старший Java-разработчик,Не указано,"Мужчина, 22 года","Москва , м. Алма-Атинская , готов к переезду , готов к редким командировкам",Не указано,Опыт работы 5 лет,"Java разработчик в 1С, ЗАО","Проектирование и реализация системы обновления гибридной облачной инфраструктуры. Сопровождение полного цикла разработки от проектирования архитектуры до внедрения и поддержки продукта. Реализация масштабирования кластеров программных систем в рамках внутреннего механизма оркестрации ПО. Полноценное тестирование ПО. Поддержка системы масштабирования. Стек: Java 11/17/21, Spring Boot, Spring Data, PostgreSQL, Akka, JUnit, Mockito, GraalVM","Java Core, Spring Boot, Spring MVC, JPA, Git, Apache Maven, XML, HTML5, JSON, ООП, Паттерны проектирования, Java, REST, Работа с большим объемом информации, MVC, Работа в команде, Spring Data, SOLID, ACID, PostgreSQL, Spring Framework, Linux, Английский язык, Русский — Родной, Английский — B2 — Средне-продвинутый",Не указано,"Национальный исследовательский ядерный университет ""МИФИ"", Москва ИИКС , Програмная инженерия; Spring Udemy; Продвинутая Java Наиль Алишев; Udemy Наиль Алишев , продвинутая Java; https://javarush.ru javarush , Java-разработчик","Русский — Родной, Английский — B2 — Средне-продвинутый",https://hh.ru/resume/f7def827000930faed0039ed1f6f617a5a337a
Кандидат,Ведущий Java разработчик,Не указано,"Мужчина, 40 лет","Москва , не готов к переезду , готов к командировкам",Не указано,Опыт работы 17 лет 5 месяцев,Java-разработчик в Крупный ИТ Интегратор,"Работа в качестве Full-Stack разработчика. Проектирование и реализация функционала, в части логики работы ПО построенного по трехзвенной архитектуре. Участие в реализации больших государственных ИС. Проектирование и реализация схем и структур БД. Обеспечение интеграционных процессов между системами (ETL). Доработка интерфейсной части систем построенных на JavaScript. Создание шаблонных веб-сервисов REST и SOAP. Основные технологии: • HTML, JS, CSS, Java 1.8 • Oracle DB, SQL, PL\SQL","Java, Oracle Pl/SQL, PostgreSQL, Oracle 11G, ORACLE, JavaScript, Русский — Родной",Не указано,"Московский авиационный институт (национальный исследовательский университет), Москва Инженер-программист",Русский — Родной,https://hh.ru/resume/e185ca480008cee5160039ed1f6864334c336a
Кандидат,Программист Java,60 000 ₽ на руки,"Мужчина, 37 лет","Москва , м. Пражская , не готов к переезду , готов к командировкам",Не указано,Опыт работы 10 лет 9 месяцев,Программист-разработчик в АО ТЕРН,"Разработка кода на Oracle DB, PostgreSQL, Greenplum, поддержка и сопровождение.","SQL, Java, PostgreSQL, MySQL, Oracle Database, Git, Subversion, Русский — Родной, Английский — B1 — Средний","Образование среднее 11 классов. Получил сертификат государственного и международного образца. Центром ""Центр компьютерного обучения «Специалист» при МГТУ им.Н.Э.Баумана "" Java SE7. Уровень 1. Основы программирования Хорошее знание Java 8+ (ООП, многопоточность, коллекции, Lambda, Stream api) Знание: MySQL 8+, Php 7.3+, HTML, CSS. Опыт работы с: slf4j-log, log4j, jaxb, jsoup, junit, swing, ant, maven, apache-tomcat, servlert, jsp, java-script, eclipse, svn, git. Понимание HTTP, AJAX, REST API, реляционные СУБД.","Центр компьютерного обучения «Специалист» при МГТУ им.Н.Э.Баумана ""Java SE7. Уровень 1. Основы программирования""","Русский — Родной, Английский — B1 — Средний",https://hh.ru/resume/e3e64dab0001254fe10039ed1f4633355a7348
Кандидат,Java-разработчик,1 600 $ на руки,"Мужчина, 41 год","Харьков , хочу переехать (Москва) , не готов к командировкам",Не указано,Опыт работы 11 лет 6 месяцев,Java-разработчик в Integrio Systems,"Принимал участие в развитии существующего проэкта по управлению недвижимостью. В список выполняемых работ входило изменение пользовательского интерфейса, добавление нового функционала, рефакторинг, интеграция с другими системами ну и, конечно же, исправление ошибок. За время работы мы перешли с Tomcat 6 на Tomcat 8, с Java 6 на Java 8 и сменили базу с mysql на postgres.","Рефакторинг кода, SQL, Java, REST, XML/Xslt, jQuery, Ajax, PostgreSQL, MySQL, Apache Tomcat, Linux, Русский — Родной, Английский — B2 — Средне-продвинутый","Увлечения: спорт, кино, музыка.","Харьковский национальный университет радиоэлектроники, Харьков Телекоммуникации , Инженер электросвязи","Русский — Родной, Английский — B2 — Средне-продвинутый",https://hh.ru/resume/867b8e59000265dacc0039ed1f345454314253
Кандидат,Java developer,Не указано,"Мужчина, 31 год","Москва , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 4 года 4 месяца,Java-разработчик в Т1 консалтинг,"С чем работал: - Java Core; (java 8-17) - Spring Boot, Spring Web, Spring Security, Spring Data; - Maven; - Реляционные базы данных(работал в основном с PostgreSQL); - Миграции при помощи Liquibase; - NoSQL решения (MongoDB); - Покрытие кода тестами(JUnit, Mockito, Testcontainers); - Redis streams; - опыт работы с Linux; - Docker, Docker compose; - Kubernetes; - CI/CD (git webhooks, jenkins). Настройка полного цикла автосборки и авподеплоя приложения - ELK stack; - Swagger;","Java, C/C++, SQL, HTML, CSS, Unix, Git, Apache Maven, MySQL, PostgreSQL, Terminal Server, Ubuntu Server, Spring Framework, Hibernate ORM, Redis, Kubernetes, OpenShift, Linux, MongoDB, Русский — Родной, Английский — C1 — Продвинутый, Армянский — C1 — Продвинутый","https://github.com/InStrong Проходил обучение в Школе21 (https://21-school.ru) - совместный проект Сбербанка и знаменитой школы программирования Ecole 42. Есть базовые знания HTML, CSS и JavaScript Есть небольшой опыт с языком С (написал свой аналог стандартной библиотеки - https://github.com/InStrong/libft42 , также, используя библиотеку MinilibX написал консольное приложение, которое рисует графические 3d изображения - https://github.com/InStrong/fdf ), Хорошо знаком с macOs и другими Unix системами Хобби: Играю на фортепиано (окончил музыкальную школу с красным дипломом, после окончания продолжал обучение и участвовал в международном конкурсе IMF (international musical friendship))","School 21; Московский государственный технический университет им. Н.Э. Баумана, Москва Машиностроительные технологии; Школа 21 Сбербанк; Javarush javarush.ru; Geekbrains geekbrains.ru","Русский — Родной, Английский — C1 — Продвинутый, Армянский — C1 — Продвинутый",https://hh.ru/resume/690987270007e68d700039ed1f6d7673666f56
Кандидат,PHP / Java - разработчик,Не указано,"Мужчина, Не указано","Москва , готов к переезду , готов к редким командировкам",Не указано,Опыт работы 1 год 11 месяцев,Java-разработчик в Интернет Инновации,"Доработка , тестирование и поддержка приложений на Java с соблюдением лучших практик и паттернов разработки - ООП, DRY, SOLID.","PHP, SQL, Git, Docker, PostgreSQL, REST API, Laravel, Java, Spring Boot, RabbitMQ, HTML5, CSS3, Intellij IDEA, Postman, JavaScript, Французский — Родной, Английский — C1 — Продвинутый, Русский — C1 — Продвинутый","Способен воспринимать большие объемы информации , способен эффективно усваивать новые идеи и работать в разных направлениях.","Воронежский государственный технический университет, Воронеж Управление и информатика в технических системах , Информационные системы и технологии; Инжиниринг цифрового машиностроительного производства Московский Государственный Технологический университет , Инжиниринг цифрового машиностроительного производства","Французский — Родной, Английский — C1 — Продвинутый, Русский — C1 — Продвинутый",https://hh.ru/resume/a91c143f0003f028e90039ed1f45614b457072
Кандидат,Java разработчик,Не указано,"Мужчина, Не указано","Москва , готов к переезду , готов к командировкам",Не указано,Опыт работы 16 лет 10 месяцев,Java-разработчик в Mailgroup,"Это совмещение основной работы (в ОАК, программист 1С) и обучения ( в Mail group) : Достижения в обучении: - основные алгоритмы Сортировки, Циклы, Коллекции. - основы Java Core. Java EE. - основные принципы ООП (4) - Framework - Spring. Spring Boot. Hibernate. - Сборщик проектов - Maven. - Работа с базами данных - PostgreSQL, MySQL - операционные системы Windows, Unix (Mac OS, Linux) Разработка в среде Intellij Idea с поддержкой GitHub. Применение полученных навыков в программировании как по Java (Так же я проводу параллели с 1С и использую принципы в программировании на 1С ) это помогает развиваться и в Java и в 1С. Достижения: Пишу игру используя принципы ООП, далее будет применение графических функций. Цели: переквалификация в Java разработчика, получение навыков разработки","Опытный пользователь 1С с начальными знаниями программирования 1С 8.3, Microsoft Office ( Word, Excell,Outlook,PowerPoint), Github, Apache Tomcat, Windows 10, Mac Os, Java Core, Apache Maven, Spring Framework, Spring Data, Spring MVC, Spring Security, Spring Boot, JDBC, Java EE, Java SE, Docker, REST API, PostgreSQL, MySQL, Git, Hibernate ORM, Intellij IDEA, JPA, Docker-compose, HTML5, CSS, Коммуникативная компетентность, Java 11+, Русский — Родной, Английский — A1 — Начальный","Без в/п. Увлекаюсь спортом (кикбоксинг), сноуборд, мотоциклы. Собран, организован, мотивирован. Есть домашний офис, время для обучения и работы. Готов пройти собеседование удаленно или подъехать в офис. Есть желание, понимание и стремление развиваться в направление Java.","Московский государственный индустриальный университет, Москва Автомобильный факультет , Автоматизация технологических процессов и производств (по отраслям); Факультет Java разработки Mail Group , Java разработчик; Java разработчик Специалист (при МГТУ им. Баумана) , Разработчик","Русский — Родной, Английский — A1 — Начальный",https://hh.ru/resume/d49b988800039475af0039ed1f635450646543
Кандидат,Java-разработчик,Не указано,"Мужчина, 27 лет","Москва , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 4 года 8 месяцев,"Java-разработчик в Иннотех, Группа компаний",Разработка backend части приложений,"SQL, Git, JDBC, JPA, Spring Framework, Apache Maven, GitLab, JUnit, Spring Data, Java SE, Русский — Родной, Английский — A2 — Элементарный","Веселый, целеустремленный. Развиваюсь в направлении web-разработки в области backend- разработки на Java. Английский на уровне чтения тех. документации. Ссылка на мой github: https://github.com/MaximusDraganoid","Московский энергетический институт (Национальный исследовательский университет), Москва ИВТИ , Прикладная математика и информатика; Московский энергетический институт (Национальный исследовательский университет), Москва АВТИ , Прикладная математика и информатика","Русский — Родной, Английский — A2 — Элементарный",https://hh.ru/resume/020a498a0007c908a70039ed1f703670316145
Кандидат,Java-разработчик,Не указано,"Мужчина, 33 года","Москва , м. Щелковская , не готов к переезду , готов к командировкам",Не указано,Опыт работы 4 года 5 месяцев,Разработчик в ИТЛ Консалтинг,"Занимаюсь разработкой продуктов для ЖД логистики. Участвую сразу в нескольких проектах: АСУТЛ - десктопное приложение. Фронт написан на JavaFX. Для приложения разработал большое количество экранных форм, функционал заполнения и выгрузки отчетов в Excel и Word, переход проекта с Oracle на Postgres. Добавил возможность пагинации при скролле в TableView. Занимаюсь сборкой новых версий приложения. Технологии: -JavaFx -Oracle -Postgres -Stimulsoft -Apache POI -MongoDB -Liquibase МДПС - веб-приложение. Участвую в разработке бекенда. Проект реализован на Spring Framework. Добавил функционал аутентификации через LDAP, алгоритм вычитывания количества осей с датчиков на ЖД путях в режиме реального времени для отображения на схеме станций. Были проблемы с оптимизацией в аутентификации пользователей, провел анализ и нашел проблемный участок. Логин ускорился в 10 раз. Разработка end-поинтов для общения с фронтом. Технологии: -Spring Boot -Spring Security -Hibernate -Apache POI -Gradle Интеграционные сервисы - сервисы для общения с внешними контрагентами (прим. РЖД). Проект написан с использованием Spring Framework. Реализовал сервисы для общение с Kafka и множество других сервисов. Технологии: -Spring Boot -Hibernate -Apache Kafka -XML\JSON -SOAP, REST","Java, MySQL, Spring Framework, SQL, Git, ООП, Apache Maven, Lombok, JUnit, Liquibase, log4j2, JPA, Kafka, PostgreSQL, ORACLE, Русский — Родной, Английский — B1 — Средний","Навыки - Java (Core, Collections, Multithreading, Exceptions) - Spring Framework (REST, Security, Data, Core) - SQL - JPA - Liquibase - JUnit - Maven - Git - Lombok - Thymeleaf - log4j2 - Основы ООП -Apache Kafka","Московский государственный технический университет радиотехники, электроники и автоматики, Москва Электроники , Стандартизация и сертификация; Java-разработчик с нуля Skillbox","Русский — Родной, Английский — B1 — Средний",https://hh.ru/resume/7970fe8a0008c263e40039ed1f50483666656f
