ФИО,Желаемая должность,Зарплата,Личная информация,Местоположение,Занятость и график,Общий опыт,Последнее место работы,Обязанности,Ключевые навыки,Обо мне,Образование,Языки,Ссылка
Кандидат,Системный администратор/DevOps,Не указано,"Мужчина, 33 года","Томск , готов к переезду , готов к редким командировкам",Не указано,Опыт работы 11 лет 3 месяца,Devops в Alderasoft,"Разработка и деплой проектов, поддержка инфраструктуры. Настройка ci/cd на пайплайнах Gitlab. Виртуализация на hyper-v и proxmox. Контейнерезация на docker оркестрация на docker compose. Системы мониторинга zabix, grafana + prometheus. Система логирования sentry. Настройка nginx proxy и сеть на микротиках.","Администрирование сетевого оборудования, Active Directory, Ubuntu Server, Информационная безопасность, Технические средства информационной защиты, Системное администрирование, Базы данных, Ubuntu, CSS, HTML, Средства криптографической защиты информации, MySQL, Администрирование серверов Linux, Bash, Nginx, DevOps, Docker, AWS, Kubernetes, Python, Русский — Родной, Английский — B2 — Средне-продвинутый, Немецкий — A1 — Начальный","Коммуникабельный, обучаемый, стрессоустойчивый.","Томский государственный университет систем управления и радиоэлектроники, Томск Факультет Вычислительных Систем , Информатика и вычислительная техника; Томский техникум информационных технологий Компьютерные сети , Техник по компьютерным сетям","Русский — Родной, Английский — B2 — Средне-продвинутый, Немецкий — A1 — Начальный",https://hh.ru/resume/d27c622100036fc8d60039ed1f6c6448474236
Кандидат,DevOps,Не указано,"Мужчина, 36 лет","Зарайск (Московская область) , готов к переезду , готов к редким командировкам",Не указано,Опыт работы 16 лет 1 месяц,"Монтажник ВОЛС в ООО ""Асарта""","подключение частного сектора на территории лен области , устранение аварий , сервисные заявки","Водительское удостоверение категории B, Грамотная речь, Настройка сетевых подключений, Настройка ПК, Настройка ПО, Internet, Русский — Родной, Английский — A1 — Начальный","Работал в основном в сфере связи( проектирование, прокладка и сварка волоконно оптического кабеля, эксплуатация сетей связи) . Работал в технической поддержке провайдера связи ( в основные задачи входил мониторинг сети , настройка сетевого оборудования , выявления аварий на сегментах сети ) . Так же был опыт работы в госучереждении в роли системного администратора ( поднимал сервер 1С с нуля на windows server). С недавних пор начал изучать Python ( есть опыт работы с API , создание телеграмм ботов, работа с фреймворками такими как django , основы sql ) , Linux .","Северо-Кавказкий филиал Московского технического университета связи и информатики, Ростов-на-Дону заочный , вычислительные машины, комплексы, системы и сети.","Русский — Родной, Английский — A1 — Начальный",https://hh.ru/resume/e0de6f850002beef2b0039ed1f745868635649
Кандидат,DevOps,105 000 ₽ на руки,"Мужчина, 25 лет","Санкт-Петербург , не готов к переезду , готов к командировкам",Не указано,Опыт работы 4 года 8 месяцев,Старший системный администратор в Строительная компания,Разворачивание proxmox и перенос серверов на виртуальные машины. Разворачивание zabbix/grafana настройка метрик и уведомлений о событиях. Работа с пользователями по заявкам в vsDesk. Настройка GPO для FS сервера по карте доступов отделов Разделение микротик для арендаторских помещений и настройка для каждых отдельной своей сети,"Обучаемость, Microsoft Windows, HTML, SQL, Active Directory, MS Word, MS Excel, Английский язык, Работа в команде, MikroTik, Настройка серверов, GPO, Hyper-V, ESXi, iSCSI, Ms Exchange Server, Docker, Ansible, Git, Русский — Родной, Английский — B2 — Средне-продвинутый","Имею опыт работы на предприятии с обслуживанием сетей и компьютерного оборудования В течение этого времени: -занимался обслуживанием, сборкой и ремонтом компьютерной техники; -администрировал сервера на базе Windows -занимался монтажом ЛВС, настройкой сетевого оборудования, построения схемы сети - осуществлял монтаж и подключение камер видеонаблюдения Из основных своих достоинств могу выделить: ответственность, дипломатичность, нацеленность на результат, стрессоустойчивость.","Сибирский государственный университет телекоммуникаций и информатики, Новосибирск Информационные системы и технологии; Новотроицкий политехнический колледж Компьютерные системы и комплексы , Техник по компьютерным системам","Русский — Родной, Английский — B2 — Средне-продвинутый",https://hh.ru/resume/d53f51ef00087d45030039ed1f514270793472
Кандидат,DevOps,Не указано,"Мужчина, 23 года","Екатеринбург , не готов к переезду , готов к редким командировкам",Не указано,Опыт работы 9 лет 9 месяцев,IT-инженер в Инсталс-инжиниринг,"Монтаж, пусконаладка, интеграция видеонаблюдения, СКУД, ОПС, СКС. Администрирование сетей и систем безопасности.","PHP, проектирование СКУД, Системы видеонаблюдения, Администрирование сетевого оборудования, Администрирование серверов, Проектирование и монтаж систем оповещения, MS SQL, Active Directory, Веб-программирование, IIS, MySQL, C#, SQL, DHCP, Настройка DNS, Администрирование серверов Linux, Администрирование серверов Windows, Git, TCP/IP, Apache HTTP Server, VMware, Linux, MS SQL Server, Python, Nginx, mikrotik, Docker, Symphony, Zabbix, Русский — Родной, Английский — B1 — Средний","Добрый, отзывчивый, стремление саморазвиваться. Нахожу общий язык со всеми людьми. Умею работать в команде. В свободное время занимаюсь разработкой онлайн сервисов. Веду несколько своих IT проектов.","Уральский федеральный университет имени первого Президента России Б.Н. Ельцина, Екатеринбург Информационная безопасность телекомуникационных сетей","Русский — Родной, Английский — B1 — Средний",https://hh.ru/resume/015f98010005570cec0039ed1f4f3365374b42
Кандидат,DevOps,259 001 ₽ на руки,"Мужчина, 56 лет","Санкт-Петербург , м. Озерки , готов к переезду (Ирак, Канада, Намибия, Новая Зеландия, Перу, США, Сирия, ЮАР, Япония) , готов к командировкам",Не указано,Опыт работы 34 года 11 месяцев,"Ведущий инженер по Информационным Технологиям и Радиообеспечению, Системам связи. в Российская Антарктическая Экспедиция","Открытие нового зимовочного комплекса ""Восток"". ст. Восток. FreeBSD php bash c++ routing iptv data science tcp/ip network скс","AD, Apache, C/C++, FreeBSD, IT Security, Networking, Progress, Python, routing, Samba, Squid, Windows, Администрирование серверов Linux, Ruby, Unix, Bash, Unix Shell Scripts, VMware, Информационная безопасность, Active Directory, DHCP, Администрирование серверов Windows, zfs, VPN, Настройка DNS, Shell Scripting, TCP/IP, Администрирование серверов, RAID, Bisquit, Русский — Родной, Английский — B2 — Средне-продвинутый, Французский — B2 — Средне-продвинутый","Языки программирования: С/С++, Assembler, Fortran, Pascal, perl, php, shell, python Операционные системы: Windows's NT/2000-20012 (любые). Unix’s (FreeBSD, Linux, Solaris). Network (WAN / LAN): Cisco, Intel, 3Com, SureCom. Организация / Интернет / Безопасность. Разное: Различные работы по договорам, связанных с локальными сетями, на различных предприятиях - проектирование, организация, обучение, генерация серверов, поддержка работы сетей. Опыт руководства коллективом, работы с клиентом, консультации клиентов. Короче... Любого масштаба предприятие с нуля и до ДЦ уровня Гугл - подниму не морщась :) Ну почти. Не морщась в смысле. :)","Институт аналитического приборостроения лаб.211; Санкт-Петербургский государственный электротехнический университет ""ЛЭТИ"" им. В.И. Ульянова (Ленина), Санкт-Петербург Факультет Электронной Техники , Диплом","Русский — Родной, Английский — B2 — Средне-продвинутый, Французский — B2 — Средне-продвинутый",https://hh.ru/resume/3c41b2d90007e0fd080039ed1f58346c426552
Кандидат,Devops,70 000 ₽ на руки,"Мужчина, 27 лет","Москва , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 2 года 1 месяц,Системный администратор в Скилбокс,"настраивал и разворачивал сервера мониторинга(zabbix), среду виртуализации- Proxmox, файловое хранилище - Samba. сервер PowerBI. Поднимал сервера OpenVPN, WireGuard. Автоматизировал рутинные задачи по администрированию G suite , написал несколько программ для парсинга информации из Google домена и автоматической рассылке по почте, работал с API google для парсинга сайтов. Производил сетевуб настройку оборудования(Аllied telesis),","Python, Исполнительность, Администрирование серверов Linux, Администрирование серверов Windows, Настройка DNS, DHCP, Cisco, VPN, VMware, Nginx, Git, Linux, ansible, Docker, TCP/IP, Сеть, HTML, Flask, Русский — Родной, Английский — B1 — Средний","- Победитель международных соревнований по системному администрированию и безопасности VSFI(2019); - Проходил курс по изучению языка Python в Скилбокс; - Участвовал в международной конференции АИСТ 2018 - по анализу изображений, сетей и текстов - организатор, фотограф; - В 2018 вместе с командой университета ездил в Самару на соревнования по системному администрированию - VSFI; - Участвовал в CTF в 2017 году; - Принимал участие в дне Кибер безопасности - Принимал участие в жизни факультета(фотографировал мероприятия) - Занял 3 е место в соревнованиях ""Роботлон"" в 2016 году Качества: Трудолюбивый, упорный, люблю доводить проекты до конца. Увлекаюсь настольными играми и моделированием. Сделал пару проектов на базе ESP32 и Raspberry Pi","Московский политехнический университет, Москва Информационных технологий , Информационная безопасность телекоммуникационных систем","Русский — Родной, Английский — B1 — Средний",https://hh.ru/resume/05f24c4f0008292b280039ed1f526941494851
Кандидат,DevOps-инженер,Не указано,"Мужчина, 22 года","Санкт-Петербург , не готов к переезду , готов к командировкам",Не указано,Опыт работы 3 года 1 месяц,DevOps-инженер в Haiku IT,"- Настроил и поддерживал CI/CD конвейеры: сборка контейнеров, тестирование и деплой через GitLab CI. - Внедрил мониторинг: Prometheus + Alertmanager, Grafana, Loki; алерты по SLA/SLO, дашборды для сервисов и инфраструктуры. - Контейнеризация: стандартизировал Docker-образы, привёл окружения к единообразию, ускорил деплой и тестирование. - Разворачивал сервисы в Kubernetes (Helm-чарты, Ingress-контроллеры, балансировка нагрузки, HPA для авто-масштабирования). Обеспечил устойчивость при нагрузке. - Автоматизация конфигураций и деплоя через Ansible (плейбуки для сервисов, прокси, мониторинга, VPN). - Для реверс-прокси и безопасности сервисов использовал Nginx, TLS (Let’s Encrypt, webroot), CORS, rate-limit; реализовал централизованное управление сертификатами. - Корпоративная сеть: поднимал VPN для dev/support сотрудников, настраивал маршрутизацию и сегментацию корпоративной сети, управлял доступами. Работал с разными протоколами (IPSec, OpenVPN, L2TP), внедрял VLESS/Xray для стабильного удалённого доступа, реализовывал правила firewall и обеспечивал защищённое взаимодействие сервисов - Работа с данными: PostgreSQL (администрирование, реплики, оптимизация запросов), Redis (кеширование), Elasticsearch (поиск и лог-хранилище). - Настраивал очереди и брокеры сообщений: RabbitMQ (очереди задач, ретраи) и Kafka (стриминг событий, интеграция сервисов). - Работал с облачными сервисами: AWS (EC2, S3), Google Cloud (Compute Engine, IAM), Azure (VMs, сети), Yandex Cloud (K8s, Object Storage). - Тестировал и внедрял брокеры сообщений RabbitMQ и Kafka для сервисных интеграций и асинхронных очередей. Стек: Linux, Docker/Compose, Kubernetes/Helm, GitLab CI, GitHub Actions, Prometheus/Alertmanager, Grafana, Loki, Nginx, WireGuard, PostgreSQL, Redis, Elasticsearch, RabbitMQ, Kafka, Ansible, Terraform, AWS, GCP, Azure, Yandex Cloud.","VMware, VPN, SQL, Linux, Docker, CI/CD, Grafana, PostgreSQL, Prometheus, Proxmox, Bash, Git, Nginx, Elasticsearch, Redis, Zabbix, Yandex Cloud, GitLab CI, SSL/TLS, Azure, Hyper-V, Cisco, MS Exchange, Python, Amazon Web Services, Ansible, Terraform, Kubernetes, Helm, RabbitMQ, Русский — Родной, Английский — B1 — Средний, Немецкий — A1 — Начальный","Я DevOps - инженер с 3 годами опыта. Занимаюсь автоматизацией рутины, развитием инфраструктуры, CI/CD, контейнеризацией и мониторингом. Пишу Ansible‑плейбуки для конфигураций и деплоя, разворачиваю сервисы в Kubernetes через Helm, умею балансировать нагрузку и строить отказоустойчивые решения. Умею быстро реагировать на инциденты, настраивать стабильную инфраструктуру и доводить проекты до продакшена. Легко общаюсь с командами разработки и администрирования. Готов брать на себя ответственность, доводить задачи до результата и вливаться в продуктовую команду.","Санкт-Петербургский государственный университет телекоммуникаций им. проф. М.А. Бонч-Бруевича, Санкт-Петербург Инфокоммуникационных сетей и связи , Радиотехника (бакалавр техники и технологии)","Русский — Родной, Английский — B1 — Средний, Немецкий — A1 — Начальный",https://hh.ru/resume/fb1ebee9000581e2f30039ed1f6d6b564f7970
Кандидат,DevOps-инженер,250 000 ₽ на руки,"Мужчина, 27 лет","Москва , готов к переезду , готов к редким командировкам",Не указано,Опыт работы 4 года 3 месяца,"DevOps-инженер в Axenix (ранее Accenture)""","Внедрил it-инфраструктуру под актуальные нужды low-code ETL проекта: Keycloak, Airflow, Redis, Postgres, Superset, Kafka, Minio. Разработал универсальный пайплайн на базе Gitlab CI для полного цикла тестирования/сборки/деплоя low-code приложения в кластер k8s. Разработал кроссплатформенные ansible роли по инсталляции компонент: opensearch + opensearch dashboard, elasticsearch + kibana на ОС семейств Debian и RHEL. Организовал систему мониторинга с нуля на основе стека Prometheus + Grafana, обеспечившую оперативное выявление инцидентов. Разработал и оптимизировал Helm-чарты для деплоя всех компонентов приложения, следуя best practices. Тиражировал продукт на стенды заказчиков с использованием подготовленных Helm-чартов, а также участвовал в предварительной настройке и аудите их инфраструктуры. Используемый стек: Контейнеризация: Docker, Kubernetes IaC: Ansible, Terraform CI/CD: Gitlab CI/CD Язык сценариев: Python, Bash Мониторинг: Prometheus, Grafana Облако: YandexCloud","Linux, Git, GitLab CI, Docker, Английский язык, Ansible, Bash, Kubernetes, Yandex Cloud, Helm, Terraform, Apache Kafka, Nginx, PostgreSQL, Prometheus, Grafana, Русский — Родной, Английский — B2 — Средне-продвинутый",Выпускник IT Школы 21 от Сбербанка. С самого начала карьеры сфокусирован на направлении DevOps. Увлечен задачами инфраструктурной автоматизации и непрерывным изучением новых инструментов и практик для повышения эффективности разработки и эксплуатации.,"Балтийский федеральный университет имени Иммануила Канта Институт физико-математических наук и информационных технологий , Инфокоммуникационные технологии и системы связи; Инженер облачных сервисов АНО ДПО «ШАД» , Cloud engineer; Международный центр компетенций - Казанский техникум информационных технологий и связи Университет 2035 , Создание локальной сети с использованием оборудования компании CISCO","Русский — Родной, Английский — B2 — Средне-продвинутый",https://hh.ru/resume/30a7427a000635a7410039ed1f44494c436463
Кандидат,Devops engineer,350 000 ₽ на руки,"Мужчина, 30 лет","Москва , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 7 лет 6 месяцев,DevOps-инженер в Ростелеком,"Развертывание с нуля и сопровождение Kubernetes-кластеров, включая настройку CI/CD-пайплайнов с использованием GitLab CI, ArgoCD и Helm. Установка и конфигурация MetalLB, Longhorn, MinIO S3, RabbitMQ, кластеров Kafka. Деплоймент микросервисов. Опыт работы с Harbor/Nexus, PostgreSQL, Python, Ansible (роли/AWX)","GitLab CI, Unix, Администрирование серверов Linux, Docker, Ansible, Bash, ELK, Grafana, Prometheus, Gitlab, Linux, Kubernetes, Jenkins, Terraform, DevOps, GitHub, Русский — Родной, Английский — B1 — Средний","рассматриваю вакансии где нужно заниматься с k8s. P.S. Уважаемые HR, пишите пж в телеграмм. также готов выйти на позицию TeamLead https://t.me/cyber_obarg","ЧГПУ Педагогический , Преподаватель Английского и Информатики; IT курсы skillbox , Devops Engineer; Курсы yodo.im , Devops Engineer; CCNA netacad; Основы интернет-безопасности для домашних пользователей Компания Eset; DWCERT-070-3 (Антивирусная система защиты предприятия) Dr.Web; DWCERT-070-4 ""общие принципы защиты почтового трафика"" Dr.WEB; DWCERT-070-6 ""Защита рабочих станций и файловых серверов от действии программ-шифровальщиков"" Dr.WEB; Курсы 1С от ведущих специалистов фирмы ""1С"" Учебный Центр 1с , 1с сервис инженер; MCSA windows server administrator Университет при МГМТУ ""Баумана"" специалист; MTCNA курсы.айти.рф; «Специалист» при МГТУ Баумана Учебный центр «Специалист» при МГТУ Баумана , Windows server administrator MSCA","Русский — Родной, Английский — B1 — Средний",https://hh.ru/resume/6e66d9bc0007284de50039ed1f374f4773344b
Кандидат,DevOps,Не указано,"Мужчина, 53 года","Салават , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 22 года 1 месяц,"техник ВЦ в Уфимский государственный нефтяной технический университет, Салаватский филиал","Системный администратор и консультант по сопровождению IT-инфраструктуры (удаленная работа, личное присутствие лишь по необходимости)","Администрирование серверов Linux, Linux, Администрирование сетевого оборудования, Bash, Администрирование сайтов, Настройка сетевых подключений, TCP/IP, Настройка ПО, Настройка DNS, VMware, Настройка серверов, Виртуализация, Автоматизация, Unix Shell Scripts, Mikrotik, Apache HTTP Server, Nginx, DHCP, Proxmox, LXC, MySQL, PostgreSQL, AWK, Bitrix, Ubuntu Server, CentOS, Debian, Slackware, HTML, SQLite, Русский — Родной, Английский — B2 — Средне-продвинутый","Опыт вычислительных архитектур -- с 1986 года, от программируемых калькуляторов и мэйнфреймов ЕС ЭВМ до современных, включая экзотику (Amiga, RaspberryPi). Вся линейка ОС для x86, от CP/M и DOS, долго на OS/2, даже на QNX был. Предпочитаю OpenSource -- в Linux c первых версий RedHat и Slackware. Должен признаться, Windows недолюбливаю -- клиентам сопровождаю, но для себя уже не держу. Последние несколько лет в ROSA Linux. Сети -- от модемов на 2400/none и FidoNet до наших дней. Ещё до эпохи ADSL пришёл в WirelessISP, откуда большой опыт с разными embedded-Linux. Cisco не было. Mikrotik много, но мелкие. Мессенджеры всех видов с самого их начала, как и облачные сервисы хранения, CRM. Активно использую IPv6. РСУБД/SQL -- от старых Oracle/dBase/FoxPro/Access до текущих (больше MySQL/SQLite). noSQL -- обзорно, ставлю по запросам приложений. Виртуализация -- отлаживал сетки из дискетных роутеров с первых версий VMware, но энтерпрайза конечно не было. Но, например, была MacOS-эмуляция на Amiga A1200;) Языки программирования нет смысла перечислять, знаком с десятками, от ассемблеров и бейсиков до LISP. Ценю вклад и подход Н.Вирта, плотно писал на Modula-2/Oberon. Однако после знакомства с REBOL остальные кажутся громоздкими;) Вообще пишу мало кода -- часто удобнее однострочник на awk/sed или bash-скрипт. UNIX-way -- наше всё. Написал свой учёт трафика под LEAF Bering, эксплуатировался до отмены помегабайтных тарифов. Позже создал свой же бюджетный комплекс фильтрации РКН-запретов (""Ревизор"" стоит). И это mission-critical решения для предприятия. Несколько лет администрирую дедик знакомой веб-студии (Proxmox/LXC на Hetzner, несколько десятков сайтов) и пару серверов с виртуалками местного ВУЗа. Активно изучал технологии файловых систем (HPFS, ReiserFS, XFS, BTRFS, ZFS), организацию дисковых данных (RAID, NAS, SAN), решения резервного копирования (для себя остановился на restic/borgbackup/rclone). Опыт программного восстановления данных для клиентов с убитых систем и носителей. Опыт IT-сопровождения в прикладных областях -- Интернет, мобильная и спутниковая связь, электроэнергетика, полиграфия, фотография, медицина, космос, телеметрия, торговля, машиностроение, микроэлектроника. Умею находить оптимальные (иногда нестандартные, но притом не затратные) решения проблем заказчика, сочетая компоненты готовых систем и проектов, коих знаю множество, с минимумом сопровождения и привязки к вендорам или конкретным разработчикам. Оптимизирую трудовые и финансовые затраты клиента (поэтому совсем не продажник). Возможно, не лучший решатель узко поставленных задач, ибо настроен выявлять и устранять проблемы клиента, а лучшие их решения могут лежать в неочевидных плоскостях. Неконфликтный, спокойный, аккуратный и предусмотрительный. Большой опыт техподдержки и решения проблем удалённо. Самостоятельный и ответственный. Склонен докапываться до истоков и сути вещей (чревато переработками). Постоянно осваиваю новые инструменты, технологии и приложения, сообщаю разработчикам об ошибках, иногда сам их правлю. Вижу смысл мигрировать в сторону DevOps на удалёнке, ибо на локальном рынке труда -- ""потолок"", мои навыки и опыт не востребованы, нет ресурсов для адекватной оплаты, некуда расти профессионально. Cитуация в ISP и Рунете ""стараниями"" РКН/законодателей также не добавляет стабильности и перспектив. Посещаю открытые вебинары rebrainme.com, в их тесте набрал все баллы, звали обучаться, но платно ипотека пока не позволяет. Буду рад усилить своими лучшими качествами DevOps-команду единомышленников, заточенную на результат, без излишней бюрократии, при некотором начальном содействии в практическом освоении инструментов массового деплоя.","Уфимский государственный авиационный технический университет, Уфа Факультет информатики и вычислительной техники , Программное обеспечение вычислительной техники и автоматизированных систем; Уфимский техникум механизации учёта Госкомстата РСФСР Программирование для быстродействующих математических машин , техник-математик-программист","Русский — Родной, Английский — B2 — Средне-продвинутый",https://hh.ru/resume/4e1ede6000070dde970039ed1f4f487236436e
Кандидат,Devops-инженер,Не указано,"Мужчина, 27 лет","Санкт-Петербург , не готов к переезду , готов к командировкам",Не указано,Опыт работы 4 года 6 месяцев,DevOps-инженер в Цифромед,"Разработка ETL-потоков. Python. Bash. Оркестрация потоков Airflow Автоматизация процессов. Python, bash Настройка и сопровождение CI/CD GitLab CI. Контейнеризация и оркестрация приложений. Docker, Docker-compose, Kubernetes Работа с окружениями (dev/test/prod). Хранилище артефактов Nexus, Harbor. Администрирование Linux-систем. Iac: Terraform, Ansible Работа с кластерами и потоками данных: Администрирование ArenaData DB, PostgreSQL, Kafka. Настройка и поддержка потоков передачи данных с использованием Apache Kafka, Kafka Connect Мониторинг инфраструктуры . Prometheus, Grafana, OpenTelemetry Балансировка нагрузки. Haproxy. Поддержка разработки (3-я линия): Консультация разработчиков. Участие в устранении инцидентов и оптимизации. - Внедрение и поддержка CI/CD процессов в направлении или компании - Разработка и обслуживание серверной части приложения - Проведение регулярного мониторинга работоспособности и производительности программного продукта - Автоматизация процессов разработки, сборки и развертывания ПО","Docker-compose, Kubernetes, Prometheus, GitLab CI, Kafka, ETL, DevOps, Apache Kafka, Python, Linux, CentOS, Docker, RedOS, Администрирование серверов Linux, Bash, SQL, REST API, Базы данных, Git, Nginx, PostgreSQL, Ansible, Grafana, Русский — Родной",Не указано,"Санкт-Петербургский государственный университет телекоммуникаций им. проф. М.А. Бонч-Бруевича, Санкт-Петербург Зсс , Информационная безопасность (специалист по защите информации); Московский гуманитарный университет, Москва Экономики и Управления , Прикладная информатика",Русский — Родной,https://hh.ru/resume/1d4b91200008509bfc0039ed1f5a6752543738
Кандидат,DevOps,Не указано,"Мужчина, 30 лет","Абинск , готов к переезду , готов к командировкам",Не указано,Опыт работы 5 лет 4 месяца,Ученик в -,"Самореализация, изучение софта и по для linux ubuntu и red hat систем. Неофициальная работа.","Базы данных, Система управления базами данных, Работа с базами данных, Apache2, SSH, LAMP, GitHub, Ubuntu, ipv4 ipv6, Bash, Linux, Docker, Git, Nginx, Ansible, MySQL, Docker-compose, Системное программирование, Программирование, Python, Умение работать в команде, Русский — Родной, Английский — A2 — Элементарный","Готов работать во время испытательного срока за минималку. Написал несколько контейнеров, первый создает nginx, второй вешает к нему html страничку, третий безопасный уровень коннекта по https. Так же для всего этого есть бэкап через баш с установленным таймингом в cron. SSL сертификаты обнавляются автоматом каждое 25 число месяца.","Южно-Российский государственный политехнический университет (Новочеркасский политехнический институт), Ростов-на-Дону Химический , Химическая технология высокомолекулярных соединений (инженер); ИТ - диктант Точка кипения - Тюмень, Департамент информатизации Тюменской области , ИТ","Русский — Родной, Английский — A2 — Элементарный",https://hh.ru/resume/74c98efe0007f1ea770039ed1f4b4f6f6d7349
Кандидат,Senior DevOps Engineer,Не указано,"Мужчина, 41 год","Москва , готов к переезду (Кипр, Таиланд) , не готов к командировкам",Не указано,Опыт работы 20 лет 5 месяцев,DevOps инженер в Talenttech,"Сопровождение и развитие инфраструктуры(cloud, k8s, ...)","Исполнительность, Обучение и развитие, Управление проектами, Работа в команде, Подбор персонала, devops, golang, ci, Английский язык, Kubernetes, Русский — Родной, Английский — C1 — Продвинутый","Большой опыт работы devops, и разработки. Несколько значимых своих проектов, в том числе в области DevOps. Пожалуйста: не финтех, не геймдев, не яндекс, не авито, не офис.","Московский авиационный институт (национальный исследовательский университет), Москва Системы навигации","Русский — Родной, Английский — C1 — Продвинутый",https://hh.ru/resume/febc18b400084a56490039ed1f4b66336b6b65
