ФИО,Желаемая должность,Зарплата,Личная информация,Местоположение,Занятость и график,Общий опыт,Последнее место работы,Обязанности,Ключевые навыки,Обо мне,Образование,Языки,Ссылка
Кандидат,FullStack Developer,Не указано,"Мужчина, 24 года","Москва , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 3 года 9 месяцев,"Программист 1C в ООО ""Инструменты Управления Бизнесом""","- Создание внешних отчетов, доработки конфигурации в расширении в целях интеграции нового функционала в конкретных компаниях. - Интеграция различных систем по обмену информации с веб-ресурсами в конфигурации - Обновление типовых информационных баз, в том числе от стороннего разработчика.","Исполнительность, Любовь к своей работе, Психологическая устойчивость, Русский — Родной, Английский — C1 — Продвинутый, Французский — A1 — Начальный","Github: https://github.com/SMFEND Hard skills: Стек Frontend технологий: - HTML5 - CSS3, Less, SASS && SCSS - JS ES6 - JQuery - GIT - React (Разработка интерфейсов для RP сервера GTA 5) Стек Backend технологий и языков запросов: - GIT - С# - MySQL Изучал в рамках обучения в университете: - C - С++ - C# - Python - MongoDB Visual Studio 2019 / VS Code Имею навыки работы в такой относительно непопулярной среде разработки, как Qt. Выполнял курсовые работы по программированию на темы: - Разработка информационно-поисковой системы с использованием графических средств С/С++. - Разработка расширения для программного комплекса Autodesk Revit на платформе Microsoft Visual Studio (автоматический вывод координатных зависимостей проекта), написано на C# ____________ Soft skills: - Коммуникабельность - Многозадачность и планирование - Ответственность - Умение работать в команде - Огромное желание развиваться в профессиональном плане в сфере программирования - Английский - C2, обучался 10 лет в филиале одного из университетов Астрахани.","Финансовый университет при Правительстве Российской Федерации, Москва Факультет информационных технологий и анализа больших данных , Инженер DevOps; Московский государственный строительный университет, Москва ИЦТМС , Системы автоматизированного проектирования","Русский — Родной, Английский — C1 — Продвинутый, Французский — A1 — Начальный",https://hh.ru/resume/11fa720e0008e713030039ed1f38633656786d
Кандидат,Программист 1С,Не указано,"Мужчина, 37 лет","Москва , м. Савёловская , не готов к переезду , готов к командировкам",Не указано,Опыт работы 24 года 11 месяцев,Разработчик 1С в МФК «МИГКРЕДИТ»,"Интеграция ЗУПа с системой учета на едином плане счетов. Интеграция ЗУПа и сторонних приложений, внутрикорпоративные сайты, системой учета командировочных и др. Доработки ЗУПа в части улучшения учета, упрощений формирования заявок на выплату налогов итп","1С программирование, Управленческий учет, Управление денежными средствами, 1C: Финансы, Управление проектами, Русский — Родной, Английский — C2 — В совершенстве","1. Свободное владение механизмами конфигурирования и программирования платформы 8.1- 8.3 2.Способность оперативно понять задачу на бухгалтерском и финансовых языках. 3.Свободный английский язык (работал по программе обмена студентов ""Work and travel"" USA) 4.Отлично развиты коммуникативные качества (проходил различные тренинги личностного роста)","Программа MBA «Management of Finance» «Management of Finance» , Дипломная работа ""Имитационное моделирование как метод финансового анализа""; Центр «Специалист» при МГТУ им. Баумана Курсы «Компьютерные технологии в бухгалтерском учете»; Учебный центр 1С Основные механизмы платформы 1Сv8 , Сдан экзамен на сертификат «1С:Профессионал 8.0»; учебный центр ""Аналит"" «Конфигурирование и администрирование программ семейства 1С:Предприятие 7.7» , Сдан экзамен на сертификат «1С:Профессионал по Бухгалтерии 7.7»; Финансовая Академия при Правительстве Российской Федерации Кредит , Финансы и кредит; Авторизированные курсы Microsoft при МГТУ им. Баумана MCDBA (Microsoft Certified Database Adnministrator)","Русский — Родной, Английский — C2 — В совершенстве",https://hh.ru/resume/5697f6e70000f698be0039ed1f716f776c527a
Кандидат,Программист 1C,270 000 ₽ на руки,"Мужчина, 49 лет","Москва , м. Пыхтино , не готов к переезду , готов к редким командировкам",Не указано,Опыт работы 25 лет 3 месяца,Программист 1С в Компания,Программирование в различных конфигурациях 1С Предприятие 8,"1С программирование, 1С: Предприятие 8, Создание конфигурации 1С, 1С: Бухгалтерия, 1С: Предприятие, Аналитическое мышление, Базы данных, 1С Разаработчик, Программист, Разработчик, Русский — Родной",Не указано,"Таганрогский государственный радиотехнический университет Факультет автоматики и вычислительной техники , ЭВМ, комплексы, системы и сети; Астраханский колледж вычислительной техники ЭВМ, комплексы, системы и сети; 1С Программист Национальный исследовательский Томский государственный университет , Разработка и отладка программного кода; Анализ финансовых рынков и торговля финансовыми активами Международная академия инвестиций и трейдинга , Анализ финансовых рынков и торговля финансовыми активами; Анализ финансовых рынков и торговля финансовыми активами Международная академия инвестиций и трейдинга ForexClub , Основы торговых операций с контрактами на разницу (CFD)",Русский — Родной,https://hh.ru/resume/f396f76a0001c548d20039ed1f4c3879645838
Кандидат,Программист 1C,260 000 ₽ на руки,"Мужчина, 58 лет","Москва , м. Алтуфьево , не готов к переезду , готов к командировкам",Не указано,Опыт работы 25 лет 2 месяца,Программист 1C в Автозапчасть (производитель автозапчастей),"УТ 11 Основная работа. Поддержка сильно измененной конфигурации, распределенная база данных в многофилиальной структуре предприятия (ближнее и дальнее зарубежье). Внесение изменения в конфигурацию, обмены (КД 2). Добавление функциональности. Поддержка пользователей, выполнение заявок, документирование внесенных изменений, согласование с заказчиком, написание внешних обработок, отчетов (СКД), форм. Настройка отчетов, экспорт - импорт в Excel, инструкции для пользователей ЗУП 3.1 поддержка пользователей (права, помощь в настройках начислений, поиск ошибок), Отчеты, внешние обработки, внесение изменений в конфигурацию, расширение конфигурации, внесение изменений в обмены. БП 3 поддержка пользователей, расширение конфигурации, Отчеты, внешние обработки, Обмен с УТ и ЗУП","Unix, Linux, Организационные навыки, Windows 7, Windows Server 2003, 1С программирование, VMware, Cisco, Ubuntu Server, DHCP, Администрирование сетевого оборудования, Solaris, 1C: Бухгалтерия, 1С: Предприятие, Active Directory, Администрирование серверов, Настройка DNS, Windows Os, Русский — Родной, Английский — A1 — Начальный",Не указано,"Московский государственный технологический университет ""Станкин"", Москва Проектирование автоматизированных комплексов , Конструктор; МГТУ им. Н.Э. Баумана Институт повышения квалификации при МГТУ им. Н.Э. Баумана , Компьютерные системы и сети (Сети, проектирование, программирование); Институт перерабатывающей промышленности Институт перерабатывающей промышленности , Финансы и ценные бумаги акционерных обществ (Финансы, бухгалтерия, ценные бумаги)","Русский — Родной, Английский — A1 — Начальный",https://hh.ru/resume/8982d41900037111420039ed1f766b71434f77
Кандидат,Программист-разработчик,Не указано,"Мужчина, Не указано","Москва , м. Планерная , не готов к переезду , готов к командировкам",Не указано,Опыт работы 32 года 2 месяца,Программист 1C в РУТ (МИИТ),Адаптация 1С ЗиК ГУ Корп под нужды управления персоналом РУТ (МИИТ). Кодирование новых и модификация стандартных отчетов и форм приказов (все в Расширении). Версионность через Git (Хранилище конфигураций не используется). Разработка совместная. В бригаде 5 программистов.,"1С программирование, 1С: Предприятие 8, 1С: Зарплата и управление персоналом, MS SQL, MS SQL Server, 1С: Документооборот, Обновление конфигурации 1С, JavaScript, C#, Git, SQL, Python, PostgreSQL, Русский — Родной, Английский — B2 — Средне-продвинутый, Китайский — A1 — Начальный","Люблю туризм (в том числе походы с рюкзаком по горам Кавказа) Страдаю гипертрофированным чувством ответственности. Не люблю конфликты, и инвективы. Могу долго терпеть рутину, но напряжение авральных работ меня воодушевляет больше. Умею выуживать из клиента его желания по поводу задачи, которую он предлагает мне решить.","МИЭМ (Московский институт электронного машиностроения) прикладная математика , инженер-математик; Microsoft Certified Technical Education Center OOO ""Фирма ""Рассвет"" , M1011 Mastering MFC Fundamentals Using Microsoft Visual C++; Институт повышения квалификации руководящих работников и специалистов Минавтопрома НИЦЭВТ , Системное и проблемное программирование в машинно-независимой операционной системе","Русский — Родной, Английский — B2 — Средне-продвинутый, Китайский — A1 — Начальный",https://hh.ru/resume/d50602680000d22e870039ed1f4e4e37743275
Кандидат,Программист 1C,Не указано,"Мужчина, 37 лет","Москва , готов к переезду , готов к командировкам",Не указано,Опыт работы 14 лет 6 месяцев,Программист 1C в ООО M-REASON,"Доработка существующих и разработка новых документов, справочников, отчетов, обработок и печатных форм в системе 1С. Проведение обучения и консультирования сотрудников по работе с существующими и вновь создаваемыми документами и отчетами 1С. Создание инструкции для пользователей информационной системы 1С. Решение текущих задач, поставленных сотрудниками посредством обращения в службу поддержки Администрирование 1C","Русский — Родной, Английский — A1 — Начальный","Умение работать в команде, аккуратен в работе с документацией, умение четко выполнять полученные инструкции, свободно вступаю в контакты, не испытываю трудностей в общении, серьезен и предусмотрителен, стараюсь планировать дела заранее, стремлюсь к высоким результатам в работе, добросовестный и обязательный, легкая обучаемость. свободное чтение тех. документации достаточный уровень для ведения деловой переписки, проведения презентаций. Люблю играть в футбол","Таганрогский Государственный Радиотехнический Университет Информатика и вычислительная техника , Магистр","Русский — Родной, Английский — A1 — Начальный",https://hh.ru/resume/7ed1f15f000113088d0039ed1f635770443065
Кандидат,Программист 1C,75 000 ₽ на руки,"Мужчина, 42 года","Москва , м. Шаболовская , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 16 лет 7 месяцев,Программист 1C в Индивидуальное предпринимательство / фриланс,"Компетенции в программировании: Проектирую и внедряю компоненты ИТ-инфраструктуры предприятия, обеспечивающие достижение стратегических целей и поддержку бизнес-процессов. Знаю: особенности системы ""1С:Предприятие"" для создания информационных систем, встроенный язык программирования системы ""1С:Предприятие"", принципы разработки элементов конфигурации системы ""1С:Предприятие"". Умею: разрабатывать собственную конфигурацию для ведения бухгалтерского и управленческого учета на предприятии, используя основные компоненты конфигуратора (справочники, документы, перечисления), организовывать хранение оперативной информации во всевозможных регистрах: регистрах сведений, регистрах накоплений, регистрах бухгалтерии, получать программным образом информацию из базы данных и представлять ее пользователю в удобном виде. Программирую под любые задачи на любых платформах 7.7, 8.2, 8.3. Максимально стараюсь не вносить изменения в конфигурацию для обеспечения сохранения официальной поддержки от 1С (работа через расширения конфигурации для платформ 8.2, 8.3). Компетенции в сфере торговли: • Автоматизация розничных магазинов на конфигурации «1С:Розница 8» и «1С:Управление торговлей 8» с подключением различного торгового оборудования штрих-кодирования, фискальных регистраторов, в т.ч. онлайн ККТ (54-ФЗ), ТСД, электронных весов и прочего торгового оборудования. • Настройка и поддержка обмена данными 1С и ЕГАИС в торговле алкоголем. • Настройка и поддержка обмена данными 1С и интернет-магазинами (UMI, Битрикс и другие). • Создание и поддержка распределенных информационных баз (РИБ) по торговым точкам с Центральным узлом в офисе компании под ключ. • Создание и поддержка работы торговых точек на тонких клиентах через удаленный сервер на СУБД Microsoft SQL Server под ключ (более 40 внедрений). • Настройка и создание функционала по начислению премий продавцам за проданные товары в разрезе магазинов, групп номенклатуры и маркетинговых акций. Система отчетности и отражения зарплаты продавцам. • Настройка принтеров этикеток. Корректировка шаблонов этикеток и ценников. • Удаленный доступ агентов по продажам к базе 1С через веб-доступ или мобильное приложение на базе «1С: Мобильная платформа». • Настройка и создание дополнительных отчетов по повышению эффективности продаж в разрезе групп товаров, магазинов, продавцов, оборота, среднего чека, количества продаж. • Автоматизация отделов закупок. Анализ проданных товаров, автоматическое построение прогнозов продаж и закупок на выбранный период. • Настройка система автоматических напоминаний сотрудникам о важных делах на E-Mail и SMS (позвонить клиенту, создать реализацию, закупить определенный товар и т.д.). • Настройка системы мотивации покупателей под любые требования заказчика, настройка системы начисления бонусов. Настройка рассылки смс-уведомлений клиентам различного содержания. • Настройка расчета цен по различным формулам и видам цен заданных пользователями. • Большой опыт внедрения, конфигурирования и интеграции с различными дополнительными сервисами отраслевых решений (Аптеки, Стоматология, Ветеринарные клиники, Салоны красоты, Фитнесс-центры, Спа-салоны, Салоны оптики, Мебельные магазины, Магазины бытовой техники и прочее). • Внедрение конфигурации 1С: Управление Торговлей в крупных торговых компаниях. Конфигурирование и программирование под задачи заказчиков. Компетенции в сфере бухгалтерии: • Обновление конфигураций до актуальных релизов, в т.ч. не типовых конфигураций. • Настройка регулярных автоматических обменов между 1С:Управление торговлей 8 или 1С:Розница 8 с 1С:Бухгалтерия 8, а также обменов других отраслевых конфигураций. • Настройка обменов между 1С:Зарплата и управление персоналом 8 и 1С:Бухгалтерия 8. • Настройка обмена между 1С и ПО банк-клиентом. • Создание специфических обменов между базами 1С, при этом конфигурация • 1С:Бухгалтерия 8 оставалась типовой, настраивались только правила обмена. Например, создание ручных проводок или создание Корректировок по планы\факту из торговых баз данных 1С. • Решение проблем с закрытием месяца. • Поддержание регламентированных форм отчетности в актуальном состоянии. • Загрузка и поддержка в актуальном состоянии классификаторов адресов и банков. • Настройка функционала «1С-Отчетность» для отправки регламентированных отчетов в ИФНС, ПФР, ФСС и др. • Решение проблем с регистрами учета (красные остатками, не верная себестоимость и прочее). • Перенос данных из других бухгалтерских и управленческих программ. Компетенции в сфере консультирования и обучения персонала: • Консультирование и техническая поддержка персонала в текущем и срочных режимах. • Удаленное и выездное обучение в соответствии с планами обучения в рамках компетенции каждого сотрудника или групп сотрудников.","1С: Розница, 1С: Управление Торговлей, 1С: Зарплата и управление персоналом, 1С: Бухгалтерия, 1С: Торговля, 1C: Бухгалтерия, 1С: Комплексная автоматизация, Обновление конфигурации 1С, 1С программирование, Русский — Родной, Английский — B2 — Средне-продвинутый","Привык работать на результат, а не на процесс. Пунктуален, коммуникабелен, быстро адаптируюсь к новым для себя условиям. Женат, увлекаюсь спортом, веду активный образ жизни, люблю безостановочно учиться и совершенствоваться.","Московский государственный технический университет им. Н.Э. Баумана, Москва Информатика и системы управления , Информационная безопасность","Русский — Родной, Английский — B2 — Средне-продвинутый",https://hh.ru/resume/fc0d004b0003f7cc2a0039ed1f6c4f32784a67
Кандидат,Разработчик 1С\Архитектор 1С\ Программист 1С,Не указано,"Мужчина, 60 лет","Москва , не готов к переезду , готов к командировкам",Не указано,Опыт работы 32 года 9 месяцев,Разработчик 1с в Ко+,"внедрение УХ, ERP2.5 и КА2.5 (переход с УПП и SAP) на производственных предприятиях. Поддержка ЗУП, БП, УТ, УХ, КА_2.5, ERP_2.5, ERP_УСО, ERP_Энергетика, ERPУХ Функционал МСФО, РСБУ, Казначейство, Производство, Бюджетирование, Планирование, МТС, Закупки","Ответственность, Английский — B2 — Средне-продвинутый","на рынке IT- технологий более 30 лет - опыт руководящей работы более 15 лет - управления финансами, финансового анализа, анализа бизнес процессов компании - организация работы компаний с «нуля», в области ИТ - хорошее знание «железа», оболочек,виртуализации, кластеризации машин - знание бухгалтерского учета на уровне гл.бухгалтера - хорошее знание управленчиского ,складского, финансового учета - Разработка стратегии компании в области ИТ - оперативное бизнес-планирование, контроль - ведение переговоров, подписание договоров с VIP клиентами,по принципам SLA - координация работы структурных подразделений - настойчивость в достижении поставленной цели, результативность Работа на платформе 1С8.Х в качестве руководителя проекта, разработчика, аналитика, программиста - Работа с программами (SQL,Oracle,Project, Visio, Access, PowerPoint) реализации проектов по внедрению ERP-систем (1С, AXAPTA, SAP, ORACLE Applications/EBS). Разработано и внедрено более 200 ИТ-проектов применение идеологии ITSM и практик ITIL Знание ГОСТ.34, PMI, CoBIT","Алтайский ГосУниверситет энономическое; Томский институт АСУ и радиоэлектроники РТ , КТН; Томский институт АСУ и радиоэлектроники Радиоинженер",Английский — B2 — Средне-продвинутый,https://hh.ru/resume/62746ebe0002e1484a0039ed1f66376b42326b
Кандидат,Разработчик 1С,50 000 ₽ на руки,"Мужчина, 34 года","Москва , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 1 год 11 месяцев,Программист 1С в ЛайТех,"Ойл Энерджи — упрощение и автоматизация рутинных процессов пользователей. Задачи: 1) Создание внешней печатной формы, которая на основании документа ""Заказ клиента"" создаёт отдельный Word документ ""Коммерческое предложение"". КП автоматически заполняется данными из документа ""Заказ клиента"". 2) Автоматизация взаимодействия с контрагентом. Настройка почтового клиента в ERP. Настройка механизма взаимодействия. Написание алгоритма в расширение конфигурации, который автоматически заполняет письмо таким образом, чтобы оно отражалось в группе взаимодействия, где предмет взаимодействия — входящее письмо контрагента, на основании которого создаётся документ ""Заказ клиента"". Обязанности: Составление технического задания; разработка прикладного решения; тестирование пользовательского функционала; написание инструкций и технической документации; работа с расширениями конфигурации, составление сложных отчетов; работа с блок-схемами ТЗ. Технический стек: 1С:ERP Управление предприятием, БИТ.ФИНАНС 3.2. Период участия: январь, 2025 - апрель, 2025. Форум — разработка и доработка функционала по учету и контролю различных процессов, включая управление товарами, продажами и закупками. Задачи: 1) Доработка документов и регистров для товарного отчета (учет запасов на складе). 2) Обработка для автоматического заполнения вида номенклатуры во всех документах. 3) Доработка отчетов по продажам и закупкам, включая итоговые и контрольные отчеты. Обязанности: Составление технического задания; разработка прикладного решения; тестирование пользовательского функционала; написание инструкций и технической документации; работа с расширениями конфигурации, составление сложных отчетов; работа с блок-схемами ТЗ. Технический стек: 1С УНФ Управление небольшой фирмой. НДА — разработка и сопровождение системы на базе 1С. Задачи: 1) Обеспечение технической поддержки: решение проблем пользователей 1 и 2 линии поддержки; оперативное устранение инцидентов и сбоев в работе системы. 2) Анализ и согласование требований: проведение интервью с пользователями и заинтересованными сторонами для выявления их потребностей; анализ и документирование функциональных и нефункциональных требований; Согласование требований с заказчиком и командой разработки. 3) Создание и поддержка базы знаний: разработка инструкций, руководств и документации по использованию системы; создание обучающих материалов и презентаций в PowerPoint; поддержка актуальности базы знаний в Wiki GitLab. 4) Сопровождение и внедрение системы: обеспечение стабильной работы системы после внедрения; Поддержка пользователей в процессе внедрения и эксплуатации системы. 5) Тестирование системы: проведение ручного тестирования для выявления багов и уязвимостей; проверка корректности работы системы после внесения изменений. 6) Поддержка и оптимизация базы данных: обеспечение стабильной работы базы данных системы; расширение функционала стандартных конфигураций 1С. Обязанности: Обеспечение технической поддержки 1 и 2 линии; выявление и согласование требований - аналитика; создание инструкций и базы знаний в Wiki GitLab; сопровождение и внедрение системы; ручное тестирование на баги и уязвимости; обучение пользователей; документирование и отчетность. Технический стек: 1С:Предприятие (ЕРП, УПП), Wiki GitLab","Умение работать в команде, Упорство, Коммуникабельность, Лаконичность, 1С программирование, Русский — Родной",Не указано,"Майкопский государственный технологический университет, Майкоп Инженерно-экономический , Нефтегазовое дело. Бурение нефтяных и газовых скважин; Комплексный курс ""Конфигурирование в системе ""1С:Предприятие 8.3"""" АНО ДО ""УЦ ГЭНДАЛЬФ"" , 1с программирование; Школа BEEGEEK Школа BEEGEEK , Python 3.10 программирование",Русский — Родной,https://hh.ru/resume/a7cda4f9000519631f0039ed1f527244787062
Кандидат,Руководитель отдела разработки 1С,427 ₽ на руки,"Мужчина, 42 года","Москва , м. Речной вокзал , готов к переезду (Австралия, Бельгия, Вьетнам, Германия, Ирландия, Испания, США, Чехия) , готов к командировкам",Не указано,Опыт работы 21 год 11 месяцев,"Разработчик 1С в 1С, ЗАО",Разработка конфигураций Управление Холдингом Perform,"Обучаемость, Русский — Родной, Английский — C1 — Продвинутый, Французский — A1 — Начальный","• Опыт работы программистом : 1С Предприятие 7.7, 1С Предприятие 8.1, 1С Предприятие 8.2 ,Delphi, VBA, Visual Basic","Московский авиационный институт (национальный исследовательский университет), Москва АСУ , Инженер по специальности автоматизированнце системы управления и обработки информации; Python-разработчик ОАНО ДПО ""СКАЙЕНГ"" , Диплом о профессиональной переподготовке; курсы-по-1с.рф Ускорение и оптимизация систем на 1С:Предприятие 8.3» , Сертификат; Основы клиент-серверного программирования в системе ""1С:Предприятие 8"" ООО 1С , Программирование; Консультация к экзамену ""1С:Специалист"" по платформе ""1С:Предприятие 8.2"" ООО 1С , Программирование; Программирование в 1С 8.2 (основные объекты, использование запросов, решение бухгалтерских задач) Центр компьютерного обучения «Специалист» при МГТУ им.Н.Э.Баумана , Свидетельство; Системный администратор Гос.обр.учр.доп.проф. образ.Межотрасл. инст. повыш. квалиф. и переподг. руковод. кадров и спец. Рос. экон. ак. им.Г.В.Плеханова , Сертификат; 1C: профессионал на знание основных механизмов платформы ""1С: предприятие 8.2"" ЗАО ""1С"" , Тест пройден; 1С: профессионал на знание возможностей и особенностей применения типовой конфигурации ""Управление торговлей"" системы программ ""1С:Предприятие 8"" ЗАО ""1С"" , Тест пройден; 1С: профессионал на знание особенностей и применение программы ""1С:Документооборот 8"" ЗАО ""1С"" , Тест сдан","Русский — Родной, Английский — C1 — Продвинутый, Французский — A1 — Начальный",https://hh.ru/resume/f47014700000b07b2f0039ed1f736563726574
