ФИО,Желаемая должность,Зарплата,Личная информация,Местоположение,Занятость и график,Общий опыт,Последнее место работы,Обязанности,Ключевые навыки,Обо мне,Образование,Языки,Ссылка
Кандидат,Front end разработчик angular,150 000 ₽ на руки,"Мужчина, 31 год","Москва , не готов к переезду , готов к редким командировкам",Не указано,Опыт работы 3 года 6 месяцев,Frontend-разработчик в ЦИФРА,Разработка front end части приложения по сбору и анализу данных от крупных металлургических и нефтеперерабатывающих компаний. На проекте были использованы следующие технологии: Angular 18 Rxjs Ngrx Nx Микрофронтенд Prizm design Karma Jasmine,"CSS, HTML, ООП, Git, JavaScript, Rxjs, HTML5, Sass, Java Script, WebSocket, Less, CSS3, Ngrx, Material Design, Angular, SOLID, Docker, Karma, Jasmine, Module federation, Webpack, Java, Русский — Родной, Английский — B1 — Средний","Целеустремленный, ответственный ,внимательный, открыт к обучению. Java обучался самостоятельно по книгам Герберта Шилдта,знаю ООП java-core, Collection framework, JavaFX. Знаю HTML/Css прошел курс на GeekBrains. Прошел обучение основам фреймворков Spring, hibernate, springboot. Есть опыт работы с GitHub, Maven. Работал автотестировщиком пол года, тестировал front и back сайта. Прошел обучение в LearnUP по курсу Web-разработчик, углубленно изучил html,css, JS, angular https://github.com/Robar3 ссылка на репозиторий гитхаб","Московский технический университет связи и информатики, Москва Информационные системы и технологии","Русский — Родной, Английский — B1 — Средний",https://hh.ru/resume/38a1654c000674c36e0039ed1f38724b4c6b65
Кандидат,Angular Developer,Не указано,"Мужчина, 41 год","Мытищи (Московская область) , не готов к переезду , готов к редким командировкам",Не указано,Опыт работы 19 лет 9 месяцев,Frontend-разработчик в Индивидуальное предпринимательство / частная практика / фриланс,"Создание SPA-приложений, верстка лендингов, разработка и доработка сайтов.","CSS-верстка, Git, HTML-верстка, JavaScript, jQuery, jQuery UI, Sass, Scss, нативный javascript, умение понимать чужой код, Ext JS, SVN, grunt, MongoDB, Node.js, websocket, Angular, AngularJS, npm, Vue.js, TypeScript, Python, Django Framework, SQLite, HTML5, CSS3, HTML, Веб-программирование, Обучение и развитие, React, Русский — Родной, Английский — B2 — Средне-продвинутый","Меня зовут Дмитрий, я разработчик с опытом в веб-разработке и программировании. Я увлечён созданием качественных и эффективных решений, которые соответствуют задачам и потребностям пользователей. Ключевые навыки: - JavaScript: Уверенно владею современными технологиями фронтенда, создаю динамичные интерфейсы, работаю с библиотеками и фреймворками. - Python: Использую язык для автоматизации процессов, создания серверной логики и работы с данными. - Django: Знаком с основами фреймворка, могу работать над базовыми задачами и готов углублять знания для работы с более сложными проектами. Что меня отличает: - Ответственность: Всегда довожу начатое до конца, соблюдаю сроки и высокие стандарты качества. - Гибкость: Быстро осваиваю новые технологии и адаптируюсь к новым задачам. - Командный игрок: Умею взаимодействовать с коллегами, обмениваться идеями и работать на общий результат. - Желание развиваться: Постоянно учусь, интересуюсь новыми технологиями и стремлюсь к профессиональному росту. Моя цель — не просто писать код, а создавать решения, которые приносят реальную пользу. Я открыт к новым вызовам и готов вносить вклад в развитие вашей команды.","Московский государственный технический университет им. Н.Э. Баумана, Москва Факультет радиоэлектроники и лазерной техники , Радиофизика и электроника","Русский — Родной, Английский — B2 — Средне-продвинутый",https://hh.ru/resume/837460c80001e15df90039ed1f50383478386d
Кандидат,Frontend-разработчик (Angular),300 000 ₽ на руки,"Мужчина, 31 год","Москва , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 11 лет 1 месяц,Frontend-разработчик в Frontend-разработчик,"Разработка личного кабинета для клиентов компании Angular 6 NgRx, e2e, ChangeDetectionStrategy.OnPush","Angular, JavaScript, MySQL, Git, CSS, HTML, Node.js, MongoDB, TypeScript, Less, Кроссбраузерная верстка, UX, Adobe Photoshop, Русский — Родной, Английский — B1 — Средний",Не указано,"Московский финансово-промышленный университет ""Синергия"", Москва Информационных технологий , Информационные системы и технологии","Русский — Родной, Английский — B1 — Средний",https://hh.ru/resume/a2b842d30006c0f9820039ed1f637736414c57
Candidate,Frontend developer (Angular),Не указано,"Male, 35 years","Saint Petersburg , willing to relocate , prepared for occasional business trips",Не указано,Work experience 12 years 6 months,AI Enablement Specialist в Seraf AI,"- Integrated Seraf AI with Salesforce, Google Workspace, Notion, and ERP systems for automated workflows and data access. - Built on-prem and private-cloud solutions using open-source LLMs (LLaMA, Mistral) to meet data privacy needs. - Implemented RAG architecture with PandasAI, DuckDB, and Chainlit to analyze and summarize structured and unstructured data. - Developed APIs and connectors to link Seraf AI with enterprise CRMs, knowledge bases, and analytics platforms.","JavaScript, jQuery, Git, CSS, HTML, JSF, Ngrx, Rxjs, ООП, XML, Angular, Ngxs, Docker, Английский язык, CSS3, HTML5, UI, AngularJS, Kanban, Angular Universal, C#, Java, Entity Framework, ORACLE, Kubernetes, CI/CD, SQL, Arabic — Native, English — C1 — Advanced, Russian — B2 — Upper Intermediate","I am a Frontend Developer, mainly Angular. I have 12+ years of experience in general and 8+ years in frontend development in particular. I am confident I would be an excellent addition to your organization. In addition to my knowledge base, I actively seek out new technologies and stay up-to-date on industry trends and advancements. I have Russian citizenship and I speak Russian and English","St. Petersburg National Research University of Information Technologies, Mechanics and Optics, Saint Petersburg Secure Information Technologies , Computer System Information Security; St. Petersburg National Research University of Information Technologies, Mechanics and Optics, Saint Petersburg Secure Information Technologies , Computer System Information Security; HAIST (Higher Institute for Applied Sciences and Technology ) Informatic Systems , Applied Informatics","Arabic — Native, English — C1 — Advanced, Russian — B2 — Upper Intermediate",https://hh.ru/resume/88ff16d500085a41d50039ed1f673370374f35
Candidate,Frontend-разработчик (AngularJs),Не указано,"Male, 32 years","Armenia , willing to relocate (Russia) , prepared for business trips",Не указано,Work experience 10 years 1 month,Angular js developer в FamBox,Front End and Game developer,"AngularJS, Node.js, JavaScript, jQuery, HTML, HTML5, CSS, CSS3, Less, Sass, Bootstrap, MySQL, MongoDB, cordova, ionic, Git, Adobe Photoshop, CorelDRAW, Armenian — Native, English — A1 — Basic, Russian — C2 — Proficiency","Frontend, AngularJs and Game developer","GITC Web developer , Frontend-разработчик, AngularJs-разработчик; GPMI fizmat , Information technologies teacher; FesHouse Web programming , Frontend-разработчик","Armenian — Native, English — A1 — Basic, Russian — C2 — Proficiency",https://hh.ru/resume/c5414c590003d3fec80039ed1f6b766a776277
Кандидат,Frontend-разработчик,200 000 ₽ на руки,"Мужчина, Не указано","Москва , не готов к переезду , готов к редким командировкам",Не указано,Опыт работы 11 лет 9 месяцев,Frontend-разработчик team lead в Люксофт,"Клиент: ВТБ банк Позиция: разработчик фронтенд Продукт: виджет видеосвязи на основе технологии webRTC Переходил на проект в качестве фулстэка, сделали тимлидом. Команда разработки: два-три фронтендера, включая меня, два джависта. Само приложение небольшое, есть интересные задачи по интеграции нашего приложения в дргугие (сайт банка), и дргуих приложений в наше (текстовый чат) Периодически к нам на временной основе подключаются сторонние разработчики, нарезаю им задачи Регулярно провожу job interview","CSS3, JavaScript, Node.js, HTML5, Adobe Photoshop, CSS, CorelDRAW, Adobe Illustrator, Adobe InDesign, Linux, Графические редакторы, AngularJS, Visual Studio C#, MVC, Bootstrap, Less, Sass, Rxjs, React, Redux, SSR, Webstorm, Ajax, Git, Русский — Родной, Английский — B2 — Средне-продвинутый","Легок на подъем, ответственен, всегда ищу способ повысить профессиональную квалификацию. Люблю баскетбол, периодически тренируюсь.","Донецкий Политехнический Университет Вычислительные комплесы, системы и сети; javascript.ru javascript.ru , Продвинутый курс по react, react native; javascript.ru javascript.ru , angularjs; javascript.ru javascript.ru , nodejs","Русский — Родной, Английский — B2 — Средне-продвинутый",https://hh.ru/resume/ad60e5a20005bd17950039ed1f7a4667335969
Кандидат,Web-разработчик,1 500 € на руки,"Мужчина, 32 года","Москва , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 7 лет 7 месяцев,Frontend-разработчик в Digital Pomegranate,Angular developer project team lead.,"JavaScript, Bootstrap, Node.js, react js, Git, HTML5, CSS3, jQuery, Ajax, Angular 2+, RxJs, ReactJs, Axios, TypeScript, ES5, ES6, ES7, ES8, Русский — Родной, Английский — B1 — Средний","Мне нравится думать, решать сложные задачи, создавать новое, а также я люблю учиться.",microsoft innovation center,"Русский — Родной, Английский — B1 — Средний",https://hh.ru/resume/e819d4bf000741560e0039ed1f72637756637a
Кандидат,Frontend-разработчик React,Не указано,"Мужчина, Не указано","Рязань , не готов к переезду , готов к редким командировкам",Не указано,Опыт работы 8 лет 8 месяцев,Frontend-разработчик в Группа «АГРОИНВЕСТ»,"Разработка и поддержка клиентской части Веб-приложений SAP UI5 (JavaScript), React 1. Разработка каталога технологический карт - фронтенд разработка. От проектирование до развертывания. 2.Разработка календаря планирования полевых работ - фронтенд разработка. От проектирование до развертывания. 3. Разработка интерфейса для ведения агронаблюдений - фронтенд разработка. От проектирование до развертывания. 4. Разработка фронтенд приложений на Angular, Jmix (java) телеграмм @mihail170784","JavaScript, TypeScript, React, Angular, SAP UI5, Git, Redux, CSS, Русский — Родной, Английский — A1 — Начальный",Не указано,"Белгородский государственный университет, Белгород Институт инженерных и цифровых технологий , Информационно - управляющие системы","Русский — Родной, Английский — A1 — Начальный",https://hh.ru/resume/e8eeb4b80008dbeee10039ed1f764266687150
Кандидат,Frontend-разработчик,200 000 ₽ на руки,"Мужчина, 28 лет","Кемерово , готов к переезду , готов к командировкам",Не указано,Опыт работы 6 лет 9 месяцев,"Frontend-разработчик в ООО ""ЦТП""",Разработка Frontend части приложения по мониторингу транспорта и буровых установок на стеке Angular + TypeScript + Maptalks.,"JavaScript, HTML5, Linux, jQuery, CSS, Sass, SQL, Vue JS, Webpack, Git, React JS, MobX, TypeScript, VueX, Ant Design, ООП, Angular, Go, Styled Components, VueJS, MVC, PostgreSQL, CSS3, npm, GraphQL, RabbitMQ, ES6, Ajax, ReactJS, REST API, Русский — Родной, Английский — B2 — Средне-продвинутый",Не указано,"ГПОУ Профессиональный колледж г. Новокузнецка Программирование в компьютерных системах , Техник-программист; Системное администрирование Windows Профессиональный колледж г.Новокузнецка , Системное администрирование","Русский — Родной, Английский — B2 — Средне-продвинутый",https://hh.ru/resume/83d907180003fed9790039ed1f783938763564
Кандидат,Frontend-разработчик,200 000 ₽ на руки,"Мужчина, 43 года","Москва , не готов к переезду , готов к редким командировкам",Не указано,Опыт работы 19 лет 2 месяца,Frontend-разработчик в Jelvix,"- разработка frontend в проекте, использующем Angular.JS (UI router, bootstrap, angular gettext для локализации, Gulp) - fullstack проект: backend на Node.JS (PostgreSQL, Elastic search, Socket.io, REST API по принципу HATEOAS, passport), frontend на Angular.JS (bootstrap, Leaflet, Gulp)","C++, Node.js, Objective-C, ООП, C/C++, REST, Windows 7, JavaScript, CSS, jQuery, iOS, CSS3, Ajax, Adobe Photoshop, PostgreSQL, C#, HTML5, AngularJS, Mac Os, Bootstrap, Git, XML, React, Swift, Lua, Русский — Родной, Английский — C1 — Продвинутый",Не указано,"Харьковский национальный университет радиоэлектроники, Харьков компьютерной инженерии и управления , гибкие компьютеризированные системы и робототехника","Русский — Родной, Английский — C1 — Продвинутый",https://hh.ru/resume/4f8352400002eb8aa10039ed1f52626c777242
Кандидат,Frontend-разработчик,Не указано,"Мужчина, 35 лет","Санкт-Петербург , м. Лесная , не готов к переезду , готов к командировкам",Не указано,Опыт работы 6 лет 8 месяцев,"Frontend-разработчик в ООО ""Систем Проджектс""","Реализация нового функционала модулей платежной системы на основе аналитики и макетов в figma. Покрытие нового функционала unit тестами с использованием Jasmine, Karma. Написание e2e и визуальных тестов с помощью playwright. Участие в планировании, декомпозиции задач, код ревью и т.д.","HTML5, CSS3, Git, Less, Gulp, БЭМ, Adobe Photoshop, JavaScript, ES6, Webpack, HTTP, Bootstrap, ООП, Angular 2+, RxJs, Figma, Scrum, Leaflet, TypeScript, CI / CD, Scss, Node.js, Работа в команде, React, Redux, Русский — Родной, Английский — B1 — Средний",Ссылка на github https://github.com/kornienko199004 Прошел обучение на платформе htmlAcademy.ru. Ссылка на аккаунт htmlAcademy: https://htmlacademy.ru/profile/id414867 Прошел обучение на платформе Hexlet.io. Во время обучения было выполнено 4 проекта. Ссылка на аккаунт Hexlet: https://ru.hexlet.io/u/kornienko199004 Ссылка на github аккаунт: https://github.com/kornienko199004,"Санкт-Петербургский государственный горный университет, Санкт-Петербург Горный , Открытые горные работы; DevOps для эксплуатации и разработки yandex практикум , DevOps для эксплуатации и разработки; Курс по React https://learn.javascript.ru/ , React разработчик; RS School https://rs.school/js/ , JavaScript/Front-end; https://learn.javascript.ru/ https://learn.javascript.ru/ , Angular 2+; Hexlet https://ru.hexlet.io/u/kornienko199004 , Фронтенд JS-программист; Интенсивный онлайн‑курс «Базовый HTML и CSS» htmlacademy.ru , HTML и CSS; Интенсивный онлайн‑курс «Продвинутый HTML и CSS» htmlacademy.ru , HTML и CSS; Интенсивный онлайн‑курс «Базовый JavaScript» htmlacademy.ru , JavaScript","Русский — Родной, Английский — B1 — Средний",https://hh.ru/resume/5727ce7b000464a7e50039ed1f704364494231
