ФИО,Желаемая должность,Зарплата,Личная информация,Местоположение,Занятость и график,Общий опыт,Последнее место работы,Обязанности,Ключевые навыки,Обо мне,Образование,Языки,Ссылка
Candidate,Frontend developer (Angular),Не указано,"Male, 35 years","Saint Petersburg , willing to relocate , prepared for occasional business trips",Не указано,Work experience 12 years 7 months,AI Enablement Specialist в Seraf AI,"- Integrated Seraf AI with Salesforce, Google Workspace, Notion, and ERP systems for automated workflows and data access. - Built on-prem and private-cloud solutions using open-source LLMs (LLaMA, Mistral) to meet data privacy needs. - Implemented RAG architecture with PandasAI, DuckDB, and Chainlit to analyze and summarize structured and unstructured data. - Developed APIs and connectors to link Seraf AI with enterprise CRMs, knowledge bases, and analytics platforms.","JavaScript, jQuery, Git, CSS, HTML, JSF, Ngrx, Rxjs, ООП, XML, Angular, Ngxs, Docker, Английский язык, CSS3, HTML5, UI, AngularJS, Kanban, Angular Universal, C#, Java, Entity Framework, ORACLE, Kubernetes, CI/CD, SQL, Arabic — Native, English — C1 — Advanced, Russian — B2 — Upper Intermediate","I am a Frontend Developer, mainly Angular. I have 12+ years of experience in general and 8+ years in frontend development in particular. I am confident I would be an excellent addition to your organization. In addition to my knowledge base, I actively seek out new technologies and stay up-to-date on industry trends and advancements. I have Russian citizenship and I speak Russian and English","St. Petersburg National Research University of Information Technologies, Mechanics and Optics, Saint Petersburg Secure Information Technologies , Computer System Information Security; St. Petersburg National Research University of Information Technologies, Mechanics and Optics, Saint Petersburg Secure Information Technologies , Computer System Information Security; HAIST (Higher Institute for Applied Sciences and Technology ) Informatic Systems , Applied Informatics","Arabic — Native, English — C1 — Advanced, Russian — B2 — Upper Intermediate",https://hh.ru/resume/88ff16d500085a41d50039ed1f673370374f35
Кандидат,Angular/React Developer,Не указано,"Мужчина, 42 года","Москва , готов к переезду , не готов к командировкам",Не указано,Опыт работы 13 лет 6 месяцев,Fronend Developer в Aventus Group,"* Разработка и сопровождение функционала согласно требованиям бизнеса; * Фикс багов; * Рефакторинг кода; * Умение работать в команде; * Scrum и Kanban; * Опыт работы согласно методологии git flow. Технический стек: * React: 17-18, Formik: 2.2, Axios: 1.2, i18next: 20, react- redux: 8, date-fns: 2.29, classname: 2.3, yup: 0.32, react-ga: 3.3; * TypeScript: 4.9; * Husky, lint-stage, sass, prettier.","React, Angular, HTML5, Bootstrap, Git, Docker, MySQL, Nginx, ООП, PHP 7, Русский — Родной, Английский — C1 — Продвинутый","Навыки: - Опыт работы с React16+, Angular 8+ - Понимание паттернов проектирования - Кросcбраузерная адаптивная верстка с использованием предпроцессоров (less, sass) - Функциональное тестирование - Умение работать с Jira, Confluence, Git - Умение работать в команде","Иркутский государственный университет путей сообщения, Иркутск Информационные системы и защита информации , Программное обеспечение автоматиированных систем","Русский — Родной, Английский — C1 — Продвинутый",https://hh.ru/resume/93372c2400036ddc680039ed1f376579654a6c
Кандидат,Frontend-разработчик (Angular),100 000 ₽ на руки,"Женщина, 32 года","Томск , не готова к переезду , не готова к командировкам",Не указано,Опыт работы 1 год 6 месяцев,Frontend Developer Angular в T-systems Russia,"Работала с платформой cumulocity, которая нужна для работы с девайсами. Разработака нового функционала, доработка существующего, переписывание legacy с AngularJs","Обучаемость, целеустрмленность, typescript, js, angular, frontend, ngrx, rxjs, Русский — Родной, Английский — C1 — Продвинутый, Немецкий — A2 — Элементарный","Обучаемость, целеустремленность. Легко нахожу общий язык с людьми","Томский государственный педагогический университет, Томск Иностранных языков , Перевод и переводоведение","Русский — Родной, Английский — C1 — Продвинутый, Немецкий — A2 — Элементарный",https://hh.ru/resume/f34a0b2100045dea0c0039ed1f6548354a7037
Кандидат,Frontend Angular developer,300 000 ₽ на руки,"Мужчина, 28 лет","Иркутск , готов к переезду , готов к командировкам",Не указано,Опыт работы 3 года 7 месяцев,Frontend-разработчик в ISPsystem,"Принимал участие в разработке платформы управления ЦОД-ами. Разрабатывал новую функциональность, правил баги, общался с техподдержкой, проводил ревью коллег. Работал над общими внутренними NX библиотеками. Немного успел потрогать UI библиотеку со stencil компонентами. Получил опыт работы в agile команде.","JavaScript, TypeScript, HTML5, CSS3, Angular, BEM, SCSS, RxJs, Git, Русский — Родной, Английский — A2 — Элементарный",Angular разработчик c опытом работы более двух лет. Вот pdf версия резюме: https://drive.google.com/file/d/1JmGPbUeksD4XNn9YwW9iVpzcNFx0qLSx/view?usp=drive_link,"Национальный исследовательский Иркутский государственный технический университет, Иркутск Кибернетики , Информационные системы и технологии; Front-End Mentoring Program EPAM Systems Inc. , Angular developer; Rolling Scopes School Rolling Scopes School , JAVASCRIPT/FRONT-END; Rolling Scopes School Rolling Scopes School , JAVASCRIPT/FRONT-END","Русский — Родной, Английский — A2 — Элементарный",https://hh.ru/resume/094a12cb0008ee01490039ed1f746565644d38
Кандидат,Middle .NET Developer ( C# + Angular),Не указано,"Мужчина, 26 лет","Ростов-на-Дону , готов к переезду , готов к командировкам",Не указано,Опыт работы 3 года 7 месяцев,Middle .Net Developer ( C#+ Angular) в Ведущий российский букмекер,"Middle .NET Developer с 3,5+ годами опыта в высоконагруженных системах (20 млн активных пользователей ежемесячно). Разрабатывал backend (.NET) и frontend (Angular) для платформы с 2 млрд ставок. Специализируюсь на оптимизации производительности, миграции сервисов и DevOps‑практиках. Стремлюсь к проектам с масштабируемыми решениями и улучшенной архитектурой. -Разрабатывал и поддерживал CRM-систему для платформы с более чем 2 млрд ставок пользователей, включая асинхронные API с Swagger, Entity Framework Code First/Dapper и базами данных PostgreSQL, ClickHouse, MS SQL Server. -Работал в структуре монолита (.Net Core 3.1) + микросервисов (.Net 8.0) с порядком деплоя (Dev => Stage => Live). -Прорабатывал задачи по ТЗ и ФТ в agile-спринтах (1-2 недели / flex) - Отвечал за крупные фичи, такие как ""BattlePass"", Telegram-бот, пользовательские турниры (ЧМ по футболу и т.п.) -Разрабатывал frontend на Angular и отвечал за большую часть UI страниц и компонентов (TypeScript, HTML, SCSS) с таблицами, поиском, пагинацией, CRUD-UI, валидацией, RxJS, guards, маршрутизацией и уведомлениями, тем самым упрощая работу с информацией отделу маркетинга и команде тестирования. -Проектировал переиспользуемые компоненты Angular: сократил время разработки новых страниц на 40 %. Оптимизировал HTTP‑запросы — время загрузки тяжёлых страниц уменьшилось в 5–10 раз -Локализировал и запускал приложения в Казахстане и Беларуси: адаптация UI, валют, правовых требований и пр. региональных особенностей. -Реализовал асинхронную обработку событий через Kafka: обработал 1 млн+ сообщений/день, уменьшив нагрузку на основную БД. -Внедрил автотесты и unit‑тесты (xUnit, мок‑сервер) для API и миграций EF. Покрытие тестами выросло примерно до 70 %, количество багов в проде снизилось на 40–60 % за 6 месяцев -Контейризировал 2 микросервиса с помощью Docker. -Настроил Jenkins‑пайплайны (Groovy‑скрипты) для CI/CD: автоматизировал тесты и деплой, снизив число ручных ошибок на 40 %. -Разрабытвал формирование фоновых отчетов с помощью Hangfire и интеграции для бизнес-логики (триггеры, фильтры, пуш-уведомления). -Внедрял кодогенерацию API-клиентов с NSwag, настраивал доступ через bearer-token, управлял зависимостями и решал проблемы зависимостей, внедрял мониторинг работоспособности сервисов через HashiCorp Consul. -Ускорил процесс полного билда проекта в с 13 до 2 минут с помощью SDK 9.0.100. -Настраивал IIS на Windows Server через RDP (задачи Hangfire, фаервол, досуп к сервисам через VPN) и участвовал в интеграции Grafana/Prometheus для мониторинга. -Формировал отчеты в Power BI, CSV и Excel. -Внедрял и участвовал в жизни agile-процессов: кросс-ревью, настроил процессы в Yandex Tracker, разрешал конфликты в GitLab (ревью веток, мердж‑реквесты). Ключевые навыки Backend (.NET): - C# , .NET Core 3.1 / .NET 8.0 - SOLID, ООП, Clean Code (Роберт Мартин) - ASP.NET Core, Entity Framework Code First, Dapper - PostgreSQL, ClickHouse, MS SQL Server - LINQ, AutoMapper, Fluent Validation Frontend: - Angular (v12–16), TypeScript, RxJS - SCSS, HTML5, CRUD-UI, пагинация, Block UI - Маршрутизация, guards, HTTP-клиенты DevOps & Infra: - Docker, Jenkins, IIS - RabbitMQ, Kafka, HashiCorp Consul - Grafana/Prometheus - GitLab, Datagrip Тестирование: - Unit-тесты (xUnit/NUnit), Мок-сервер - Автотесты, тестирование миграций EF Методологии & Tools: - Agile, YouTrack, Yandex Tracker - SOLID, ООП, DI, паттерны проектирования - Power BI, CSV, Excel (отчётность) IDE и инструменты: - Rider, Visual Studio, WebStorm, Datagrip, Postman. Контакты: - Телефон: +7 951 537‑67‑25 - Telegram: @AndrewObserver (предпочтительный способ связи)","C#, MS Visual Studio, Английский язык, ASP.NET Core MVC, Entity Framework, MS SQL Server, Dapper, TypeScript, Apache Kafka, Clickhouse, Jenkins, RxJS, Swagger, Nswag codegen, PostgreSQL, Grafana, Hangfire, Angular, Figma, RabbitMQ, .NET Core, Agile, Prometheus, SQL, Postman, Автотестирование, Git, HTML, CSS, Русский — Родной","Ищу возможность расти до Senior уровня, внося вклад в инновационные проекты, и готов обсудить, как мой опыт поможет вашей команде. Готов к удаленной работе и быстрым коммуникациям через Telegram. Могу рассмотреть возможность работы с релокацией.","«Ростовский-на-Дону колледж радиоэлектроники, информационных и промышленных технологий», Ростов-на-Дону Информационные технологии , Программирование в компьютерных системах",Русский — Родной,https://hh.ru/resume/e438a91f0008b2b1b30039ed1f7673666f766f
Кандидат,Frontend-разработчик (Angular),300 000 ₽ на руки,"Мужчина, 31 год","Москва , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 11 лет 2 месяца,Frontend-разработчик в Frontend-разработчик,"Разработка личного кабинета для клиентов компании Angular 6 NgRx, e2e, ChangeDetectionStrategy.OnPush","Angular, JavaScript, MySQL, Git, CSS, HTML, Node.js, MongoDB, TypeScript, Less, Кроссбраузерная верстка, UX, Adobe Photoshop, Русский — Родной, Английский — B1 — Средний",Не указано,"Московский финансово-промышленный университет ""Синергия"", Москва Информационных технологий , Информационные системы и технологии","Русский — Родной, Английский — B1 — Средний",https://hh.ru/resume/a2b842d30006c0f9820039ed1f637736414c57
Кандидат,Senior Angular.js/CoffeeScript developer,150 000 ₽ на руки,"Мужчина, 34 года","Самара , м. Гагаринская , готов к переезду (Гомель, Санкт-Петербург, Чехия) , готов к командировкам",Не указано,Опыт работы 16 лет 3 месяца,Senior Angular.js/CoffeeScript developer в ИП Гулин Сергей Сергеевич,https://www.odesk.com/users/~0136b16006a9851331,"Русский — Родной, Английский — C1 — Продвинутый",http://www.shelfari.com/gulin-serge мой профиль на мою электронную книжную полку,"Самарский государственный технический университет, Самара ФАИТ , инженер-программист, диплом с отличием; CSM http://www.agile42.ru/ru/ , Scrum Master","Русский — Родной, Английский — C1 — Продвинутый",https://hh.ru/resume/15418a130000ca1ba50039ed1f41494e536649
Кандидат,JavaScript / Frontend / Angular,220 000 ₽ на руки,"Мужчина, 36 лет","Омск , не готов к переезду , готов к редким командировкам",Не указано,Опыт работы 5 лет 10 месяцев,Angular - Ionic developer в Skipp,"Firebase, Авторизация, Apple Push-notification, Google Cloud Messaging, Публикация приложения в PlayMarket и AppStore","Bootstrap, PHP5, ООП, HTML, CSS3, HTML5, Git, MVC, MySQL, JavaScript, XML, Linux, Ведение переговоров, Английский язык, Деловая переписка, Деловое общение, PHP, SQLite, Yii, CSS, jQuery, AngularJS, Русский — Родной, Английский — A2 — Элементарный","PHP 7 HTML5 / CSS3 /SASS/ БЭМ JavaScript ООП, MVC MySQL/PosgresQL Git CMS / Joomla / Wordpress Laravel Yii/Yii2 AngularJs Ionic IOS Открыт к новым технологиям и подходам, есть желание обучаться и работать в команде. Рассматриваю только удалённую работу. Примеры работы: https://omsk-catering.ru (Доработки, Вёрстка, Галерея) Пример вёрстки: https://pdfcandy.com Веб-приложение на Angular + node.js: https://github.com/GrigoriyBychkov/Agromiks-WebApp Приложение - игра на ionic: https://github.com/GrigoriyBychkov/Music-Hear-Training-App Cайты-визитки: http://atronika.ru (Laravel / PosgresQL) http://agromiks.ru (Laravel / PosgresQL) Моя визитка: http://gby.su - Bootstrap Landing, CSS, HTML","Омский государственный технический университет, Омск ФиТИКС , АиСУ","Русский — Родной, Английский — A2 — Элементарный",https://hh.ru/resume/c78db2f00003f38aa50039ed1f74614979744d
Кандидат,Frontend-разработчик Angular,250 000 ₽ на руки,"Женщина, 41 год","Симферополь , не готова к переезду , готова к редким командировкам",Не указано,Опыт работы 18 лет 1 месяц,"Frontend-разработчик в ОАО ""ARTENIX""",разработка административной панели для работы методологов в системе,"JavaScript, AngularJS, Sass, jQuery, HTML5, CSS3, Git, CSS, Bootstrap, Ajax, SVN, Adobe Photoshop, Верстка, MVC, REST, Кроссбраузерная верстка, HTML, Web Design, Gulp, JSON, Английский язык, Webpack, Material Design, Angular Material, Angular 17, NgXs, RxJs, JSON API, npm, Русский — Родной","Ответственность, умение работать в команде, знание английского (upper intermediate), быстрая обучаемость, стремление к самосовершенствованию и улучшению кода","Таврический национальный университет им. В.И. Вернадского, Симферополь психология , социальная психология; Таврический национальный университет им. В.И. Вернадского, Симферополь филологический , журналистика; Курс JavaScript/DOM/интерфейсы javascript.ru , javascript",Русский — Родной,https://hh.ru/resume/9eccb5aa0004595fbd0039ed1f37715a713743
Candidate,QA automation engineer / architect (eng),Не указано,"Male, 39 years","Saint Petersburg , not willing to relocate , prepared for business trips",Не указано,Work experience 21 year 1 month,Senior Frontend Developer (Angular) в Contract,Frontend developer Angular 16 to 19. OpenLayers.,"Исполнительность, CSS3, JavaScript, Ajax, HTML5, Angular, Git, Scrum, Коммуникабельность, MySQL, TypeScript, Node.js, честность, HTML, Bootstrap, ASP.NET, MVC, Adobe Photoshop, Redmine, SVN, TFS, PHP, CSS, Руководство коллективом, MS SQL, .NET Framework, C#, Управление проектами, AngularJS, REST, Russian — Native, English — C1 — Advanced","Sociability, punctuality, diligence, focus on results, activity, quite easily understand someone else's code. Interests: Browser games, browser games Development, motorcycles. My work interests in: Angular, JavaScript, TypeScript, HTML(HTML5, canvas), CSS(CSS3), Maps(OpenLayers, Leaflet, Maplibregl), WebSocket. Worked with systems: Adriver, AdFox etc. GA и Ya.Metrics (2.0) - configuration, connection, setting goals (including composite), statistic analysis, unloading reports based on filters and regular expressions (GA). Worked as test engineer: cucumber-js, selenium-webdriver, jenkins, Protractor, playwright, mocha, jest... Base knowledge of C# (Razor), MVC (use server-side code in the views, classes adaptation, matching models with programmers). REST services, XML/JSON; Knowledge of Adobe Photoshop(deep), Adobe Illustrator(base), Adobe Flash(base). Testing: angular.js, node.js. Worked with: SVN, TFS, Git. Bug/Task-tracking: Redmine, Jira, GitHub, TFS.","National Research University 'Higher School of Economics', Moscow Design , Web-design; Moscow Aviation Institute (National Research University), Moscow Jet engines; Google Analytics and Yandex Metrika. Advanced Site Analytics Computer Training Center «Specialist» at Bauman MSTU , diploma; Development in HTML5 with JavaScript and CSS3 Computer Training Center «Specialist» at Bauman MSTU , diploma; Development of applications with ASP.NET 4.5 MVC 4 Computer Training Center «Specialist» at Bauman MSTU , diploma","Russian — Native, English — C1 — Advanced",https://hh.ru/resume/0e787da5000372e59e0039ed1f6c4568486334
